업소명,업종,업태,도로명주소
조양장모님밥상,일반음식점,한식,"강원특별자치도 속초시 동해대로 4024(1층 111,112-1일부호 조양동)"
조양초밥,일반음식점,한식,강원특별자치도 속초시 선사로4길 35(조양동)
종로김밥,일반음식점,한식,강원특별자치도 속초시 청학로 15(청학동)
죠스떡볶이(Topokki)속초해수욕장점,일반음식점,분식,"강원특별자치도 속초시 청호로 8(111호 조양동, 양우내안애 오션스카이 아파트)"
주막촌야식,일반음식점,한식,강원특별자치도 속초시 번영로 148(동명동)
주식회사똥가리속초점,일반음식점,한식,"강원특별자치도 속초시 중앙로147번길 16(90,131호 중앙동)"
주식회사보승식품,일반음식점,한식,강원특별자치도 속초시 청호대교로 12(청호동)
주식회사속초생대구,일반음식점,한식,강원특별자치도 속초시 영랑해안3길 14(영랑동)
주오일심야라멘,일반음식점,분식,강원특별자치도 속초시 영랑로2길 7(영랑동)
중국관,일반음식점,한식,강원특별자치도 속초시 중앙로 375(장사동)
중앙닭강정 엑스포직영점,일반음식점,한식,강원특별자치도 속초시 엑스포로 135-5(1동 교동)
중앙맥시칸양념통닭,일반음식점,한식,강원특별자치도 속초시 중앙시장로 26(중앙동)
중앙순대국먹거리점,일반음식점,한식,강원특별자치도 속초시 먹거리5길 15(교동)
지랄닭발,일반음식점,한식,강원특별자치도 속초시 먹거리5길 2-1(교동)
지성이네튀김,일반음식점,분식,"강원특별자치도 속초시 대포항희망길 55(19, 20호 대포동)"
지호한방삼계탕속초점,일반음식점,한식,강원특별자치도 속초시 엑스포로 29(1층 조양동)
지훈이네2호점,일반음식점,한식,강원특별자치도 속초시 대포항희망길 65(6호 대포동)
진미동치미메밀막국수,일반음식점,한식,강원특별자치도 속초시 설악금강대교로 46-1(청호동)
진미식당,일반음식점,한식,강원특별자치도 속초시 교동로 33-1(교동)
진불닭,일반음식점,한식,강원특별자치도 속초시 먹거리6길 22(교동)
진선미감자탕,일반음식점,분식,강원특별자치도 속초시 배움터길 3(교동)
진솔할머니순두부,일반음식점,한식,강원특별자치도 속초시 원암학사평길 118(노학동)
진수성찬,일반음식점,한식,강원특별자치도 속초시 선사로1길 13(조양동)
진숯불닭갈비,일반음식점,한식,강원특별자치도 속초시 미시령로3359번길 28(이우프라자 1층 109호 교동)
진양식당,일반음식점,한식,강원특별자치도 속초시 청초호반로 318(중앙동)
진영이네조개구이,일반음식점,한식,강원특별자치도 속초시 대포항희망길 53(30호 대포동)
진왕돌판구이,일반음식점,한식,강원특별자치도 속초시 미시령로 3373-11(교동)
짱구김밥 토스트,일반음식점,분식,강원특별자치도 속초시 동해대로 4135(조양동)
쪼개니,일반음식점,한식,강원특별자치도 속초시 대포항길 30(2층 대포동)
찜이야기,일반음식점,한식,강원특별자치도 속초시 만천1길 8(교동)
차고집,일반음식점,분식,강원특별자치도 속초시 수복로 162(1층 청학동)
착한고깃간부영,일반음식점,한식,강원특별자치도 속초시 엑스포로1길 20(조양동)
참스김밥,일반음식점,분식,강원특별자치도 속초시 동해대로 4307-1(교동)
채선당,일반음식점,한식,강원특별자치도 속초시 청초호반로 192(교동)
척산장어촌1관,일반음식점,한식,강원특별자치도 속초시 온천로 11(노학동)
척산장어촌2관,일반음식점,한식,강원특별자치도 속초시 온천로 11(2동 노학동)
척산추어탕,일반음식점,한식,강원특별자치도 속초시 척산양지말길 47(2층 노학동)
천오식당,일반음식점,한식,강원특별자치도 속초시 교동로 47(교동)
천태만상,일반음식점,한식,강원특별자치도 속초시 먹거리4길 40(교동)
청간머구리포차,일반음식점,한식,"강원특별자치도 속초시 조양로 181(1103호 조양동, 속초 자이)"
청담동잔비워2호점,일반음식점,한식,강원특별자치도 속초시 조양로64번길 9(조양동)
청대리막국수,일반음식점,한식,강원특별자치도 속초시 청대마을길 37(조양동)
청룡호선장네집,일반음식점,한식,강원특별자치도 속초시 청대마을1길 90(조양동)
청석골뒷고기,일반음식점,한식,강원특별자치도 속초시 중앙로 289(영랑동)
청솔식당,일반음식점,한식,강원특별자치도 속초시 중앙로 417(장사동)
청진동해장국,일반음식점,한식,강원특별자치도 속초시 동해대로 4066(조양동)
청초항회국수,일반음식점,한식,강원특별자치도 속초시 엑스포로2길 29(교동)
청파반건조수산2호점,일반음식점,한식,강원특별자치도 속초시 중앙로147번길 12(173호 중앙동)
청학동사거리,일반음식점,한식,강원특별자치도 속초시 중앙로82번길 6(청학동)
청해해물탕,일반음식점,한식,강원특별자치도 속초시 금호동 482-100
청호동사골칼국수,일반음식점,한식,강원특별자치도 속초시 미리내1길 27(청호동)
청호동식당,일반음식점,한식,강원특별자치도 속초시 동해대로 4030(105호 조양동)
청호면옥,일반음식점,분식,강원특별자치도 속초시 미리내1길 31(1층 청호동)
초당감자탕,일반음식점,한식,강원특별자치도 속초시 먹거리5길 8(교동)
초당본가,일반음식점,한식,강원특별자치도 속초시 관광로 440(노학동)
초당본가할머니순두부,일반음식점,한식,강원특별자치도 속초시 관광로 362(노학동)
초당순두부,일반음식점,한식,강원특별자치도 속초시 원암학사평길 104(노학동)
초원순두부,일반음식점,한식,강원특별자치도 속초시 원암학사평길 120(노학동)
초원행,일반음식점,분식,강원특별자치도 속초시 번영로49번길 16(청학동)
촌놈스시,일반음식점,한식,강원특별자치도 속초시 영랑로2길 2(영랑동)
총각대게,일반음식점,한식,"강원특별자치도 속초시 중앙로147번길 16(20,21호 중앙동, 속초종합중앙시장)"
최가네,일반음식점,한식,강원특별자치도 속초시 장안로 7(동명동)
최고칼국수와샤브샤브,일반음식점,한식,강원특별자치도 속초시 청학로2길 92-8(금호동)
최대게,일반음식점,한식,강원특별자치도 속초시 영금정로 17-1(동명동)
최옥란할머니순두부,일반음식점,한식,강원특별자치도 속초시 관광로 415(노학동)
최짠지네야식,일반음식점,한식,강원특별자치도 속초시 번영로 39(3호 교동)
추양영빈관,일반음식점,한식,강원특별자치도 속초시 장재터마을2길 128-29(설악동)
추억의맛집,일반음식점,한식,강원특별자치도 속초시 만천1길 4-3(교동)
추필여국시,일반음식점,한식,강원특별자치도 속초시 선사로4길 4-1(1층 조양동)
축항,일반음식점,한식,강원특별자치도 속초시 수복로 58(1층 5호 교동)
춘리마라탕조양떡갈비,일반음식점,분식,강원특별자치도 속초시 동해대로 3994(조양동)
춘천닭갈비,일반음식점,한식,강원특별자치도 속초시 중앙로108번길 16(청학동)
춘천중앙닭갈비,일반음식점,한식,강원특별자치도 속초시 먹거리2길 30(교동)
충남식당,일반음식점,한식,강원특별자치도 속초시 장안로 18-9(1층 동명동)
충주횟집일호점,일반음식점,한식,"강원특별자치도 속초시 중앙로147번길 16(6, 7, 8, 38, 40호 중앙동)"
치커리생구이조양점,일반음식점,한식,강원특별자치도 속초시 조양로21번길 19(조양동)
친구네2호점,일반음식점,한식,"강원특별자치도 속초시 대포항희망길 65(20,21호 대포동)"
친정집,일반음식점,한식,강원특별자치도 속초시 온정로 18(3호 조양동)
칠공팔공연가,일반음식점,한식,강원특별자치도 속초시 번영로 48(청학동)
카페골목길,일반음식점,한식,강원특별자치도 속초시 중앙로129번길 8(중앙동)
카페설악파크,일반음식점,한식,강원특별자치도 속초시 설악산로 287(도문동)
카페소리,일반음식점,한식,강원특별자치도 속초시 관광로 439(2층 노학동)
컨트리클럽하우스,일반음식점,한식,강원특별자치도 속초시 장사동 24-8
코끼리분식,일반음식점,분식,강원특별자치도 속초시 중앙로143번길 19(중앙동)
코지키친,일반음식점,한식,강원특별자치도 속초시 영랑로3길 20(송하아파트 영랑동)
콩서리,일반음식점,한식,강원특별자치도 속초시 관광로 394(노학동)
쿠마오뎅,일반음식점,한식,강원특별자치도 속초시 먹거리1길 4(교동)
큰집,일반음식점,한식,강원특별자치도 속초시 중앙로416번길 5(장사동)
키친디빠빠,일반음식점,한식,강원특별자치도 속초시 엑스포로2길 27(2층 교동)
킹스크린그늘집,일반음식점,분식,강원특별자치도 속초시 만리공원길 4(1층 교동)
탑골막국수,일반음식점,한식,강원특별자치도 속초시 해오름로188번길 12(1층 조양동)
태경생선구이,일반음식점,한식,강원특별자치도 속초시 중앙로129번길 49(금호동)
태평양실내포장마차,일반음식점,한식,강원특별자치도 속초시 만천2길 17-4(교동)
탱자솥밥,일반음식점,한식,강원특별자치도 속초시 동해대로 4222(교동)
털보네설렁탕,일반음식점,한식,강원특별자치도 속초시 소평로 94(산촌 조양동)
텃골순두부,일반음식점,한식,강원특별자치도 속초시 원암학사평길 179(노학동)
토박이,일반음식점,한식,강원특별자치도 속초시 청학로 13(1층 청학동)
토종순대국,일반음식점,한식,강원특별자치도 속초시 번영로31번길 5(교동)
통큰왕족발,일반음식점,한식,강원특별자치도 속초시 중앙로55번길 12(교동)
투다리부영점,일반음식점,한식,강원특별자치도 속초시 청대로204번길 39(부영아파트3단지 201호 조양동)
툴스돈카츠속초점,일반음식점,분식,강원특별자치도 속초시 중앙로 3(201호 교동)
튀겨방,일반음식점,한식,강원특별자치도 속초시 대포항희망길 55(18호 대포동)
팔도강산횟집,일반음식점,한식,강원특별자치도 속초시 중앙부두길 107(1층 중앙동)
팔도튀김,일반음식점,한식,강원특별자치도 속초시 대포항희망길 55(13호 대포동)
팔팔순대국,일반음식점,한식,강원특별자치도 속초시 중앙로129번길 35-13(1~2층 금호동)
팔팔회센타본점,일반음식점,한식,강원특별자치도 속초시 대포동 780
팜파스식당,일반음식점,한식,강원특별자치도 속초시 동해대로 3964(조양동)
퍼니주니,일반음식점,한식,강원특별자치도 속초시 중앙시장로6길 28(2층 중앙동)
평강막국수,일반음식점,한식,강원특별자치도 속초시 동해대로3950번길 15(조양동)
퐁닭속초1호점,일반음식점,한식,강원특별자치도 속초시 수복로 58(1층 교동)
푸드파크,일반음식점,한식,강원특별자치도 속초시 대포항길 186(롯데리조트속초 지하동 1층 대포동)
푸른숲리조트,일반음식점,한식,강원특별자치도 속초시 청봉로5길 18(지하1층 설악동)
풍년반찬가게,일반음식점,한식,강원특별자치도 속초시 선사로5길 13(조양동)
하나갈비,일반음식점,한식,강원특별자치도 속초시 선사로2길 7-5(조양동)
하나로 구내식당,일반음식점,한식,강원특별자치도 속초시 동해대로 4202(3층 교동)
하나로칼국수,일반음식점,한식,강원특별자치도 속초시 동해대로 4202(2층 8호 교동)
하남돼지집속초청초호점,일반음식점,한식,강원특별자치도 속초시 엑스포로2길 13(2층 교동)
하노이별,일반음식점,분식,강원특별자치도 속초시 청초호반로 81(2층 조양동)
하이난성,일반음식점,한식,강원특별자치도 속초시 먹거리6길 5-1(교동)
하이퍼스트,일반음식점,한식,강원특별자치도 속초시 청학로1길 21(청학동)
한국피자헛속초본점,일반음식점,분식,강원특별자치도 속초시 청초호반로 188(1층 교동)
한뚝배기돼지국밥,일반음식점,한식,강원특별자치도 속초시 번영로 63(청학동)
한마음식당,일반음식점,한식,강원특별자치도 속초시 중앙로129번길 32(중앙동)
한성면옥,일반음식점,한식,강원특별자치도 속초시 밤골5길 28(교동)
한성칼국수,일반음식점,한식,강원특별자치도 속초시 밤골5길 19(교동)
한스키친 회포장,일반음식점,한식,강원특별자치도 속초시 청초호반로 312-2(12호 중앙동)
한식당사계절,일반음식점,한식,강원특별자치도 속초시 사당골길 43(노학동)
한식줄줄이식당,일반음식점,한식,강원특별자치도 속초시 중앙로 204(2층 201호 동명동)
한양면옥,일반음식점,한식,강원특별자치도 속초시 동해대로3930번길 4(조양동)
한양밥상,일반음식점,한식,강원특별자치도 속초시 대포항희망1길 79(대포동)
한옥사랑방,일반음식점,한식,강원특별자치도 속초시 선사로1길 3(조양동)
한우령국밥고기,일반음식점,한식,"강원특별자치도 속초시 미시령로3359번길 28(112호 교동, 이우프라자)"
한우진국설렁탕,일반음식점,한식,강원특별자치도 속초시 번영로 153-5(1층 동명동)
할매식당,일반음식점,한식,강원특별자치도 속초시 동해대로 3926(조양동)
할머니감자탕전문점,일반음식점,한식,강원특별자치도 속초시 청초호반로 186(교동)
함경도임가네,일반음식점,한식,강원특별자치도 속초시 아바이마을길 9(청호동)
함씨네추어탕,일반음식점,한식,강원특별자치도 속초시 선사로4길 16-1(조양동)
함지뷔페,일반음식점,한식,"강원특별자치도 속초시 동해대로 4030(107,108호 조양동)"
함흥냉면옥,일반음식점,한식,강원특별자치도 속초시 청초호반로 299(1~2층 금호동)
함흥막국수,일반음식점,한식,강원특별자치도 속초시 중앙로54번길 3(교동)
항구식당,일반음식점,한식,강원특별자치도 속초시 영금정로 7-4(동명동)
항아리감자옹심이,일반음식점,한식,강원특별자치도 속초시 선사로2길 14-5(1층 조양동)
해금호,일반음식점,한식,강원특별자치도 속초시 동명동 383-1
해담푸드,일반음식점,한식,강원특별자치도 속초시 수복로 63(가동 2층 교동)
해돋이,일반음식점,한식,강원특별자치도 속초시 엑스포로1길 12(1층 조양동)
해든칼국수,일반음식점,한식,강원특별자치도 속초시 중앙시장로 110-10(1층 중앙동)
해마루식당,일반음식점,한식,강원특별자치도 속초시 동해대로 4246(교동)
해맛장,일반음식점,한식,강원특별자치도 속초시 수복로 190(금호동)
해맞이,일반음식점,한식,강원특별자치도 속초시 미시령로2983번길 111(장사동)
해맞이식당,일반음식점,한식,강원특별자치도 속초시 동해대로 3679(대포동)
해물찜질방,일반음식점,한식,강원특별자치도 속초시 먹거리8길 5(교동)
해바라기포장마차,일반음식점,한식,강원특별자치도 속초시 영랑해안길 125(1~2층 영랑동)
해송,일반음식점,한식,강원특별자치도 속초시 청초호반로 28(조양동)
해송정,일반음식점,한식,강원특별자치도 속초시 교동로3길 93(교동)
해수한식당,일반음식점,한식,"강원특별자치도 속초시 동해대로 4030(4층 조양동, 해수피아찜질방)"
해안길105,일반음식점,한식,강원특별자치도 속초시 청호해안길 105(청호동)
해오름,일반음식점,한식,강원특별자치도 속초시 미시령로2983번길 16(장사동)
해태김밥,일반음식점,분식,강원특별자치도 속초시 청호로 41-1(1층 청호동)
행복식당,일반음식점,한식,강원특별자치도 속초시 먹거리7길 14(교동)
행복포차전집,일반음식점,한식,강원특별자치도 속초시 온천로 285-1(교동)
행복한명태가,일반음식점,한식,강원특별자치도 속초시 설악금강대교로 67(속초시수협 산지거점유통센터 3층 청호동)
행복한밥상,일반음식점,한식,강원특별자치도 속초시 중앙로 408(장사동)
향촌모래기밥상,일반음식점,한식,강원특별자치도 속초시 중앙로 418(장사동)
허니홈비광장점,일반음식점,한식,강원특별자치도 속초시 중앙시장로6길 9(1호 중앙동)
허허바다섭(홍합)죽마을,일반음식점,한식,강원특별자치도 속초시 관광로 352(1층 노학동)
현대분식앤김밥,일반음식점,분식,강원특별자치도 속초시 미시령로3337번길 6-49(107호 교동)
현대수콘도미니엄한식당,일반음식점,한식,강원특별자치도 속초시 이목로 153(노학동)
현대옥속초점,일반음식점,한식,강원특별자치도 속초시 엑스포로1길 39(조양동)
현태네튀김,일반음식점,분식,강원특별자치도 속초시 중앙로147번길 16(1층 147호 중앙동)
현태네튀김2호점,일반음식점,분식,강원특별자치도 속초시 중앙시장로6길 24(중앙동)
현태네튀김분점,일반음식점,분식,강원특별자치도 속초시 온정로1길 7(조양동)
혜숙이네활어,일반음식점,한식,강원특별자치도 속초시 대포항희망길 71(상가29호 대포동)
혜영이네오징어순대,일반음식점,한식,강원특별자치도 속초시 대포항희망길 55(8호 대포동)
호반골막국수,일반음식점,한식,강원특별자치도 속초시 미시령로 3372(교동)
호텔아마란스,일반음식점,한식,강원특별자치도 속초시 온천로 55(노학동)
혼밥대왕속초점,일반음식점,한식,강원특별자치도 속초시 논산길 20(조양동)
홀짝,일반음식점,한식,강원특별자치도 속초시 먹거리2길 6-3(교동)
홍가네대게횟집,일반음식점,한식,강원특별자치도 속초시 원암학사평길 194(노학동)
홍콩할매불닭발속초점,일반음식점,한식,강원특별자치도 속초시 먹거리2길 28(교동)
홍포차,일반음식점,한식,강원특별자치도 속초시 조양로 17-1(1층 조양동)
화반,일반음식점,한식,강원특별자치도 속초시 관광로 439(노학동)
화진호이선장네,일반음식점,한식,강원특별자치도 속초시 먹거리4길 18-1(교동)
화톳불,일반음식점,한식,강원특별자치도 속초시 먹거리길 10(교동)
황가네손칼국수,일반음식점,한식,강원특별자치도 속초시 수복로 13-1(교동)
황가네찜,일반음식점,한식,"강원특별자치도 속초시 영랑해안길 95(영랑동,1층)"
황금마차,일반음식점,한식,"강원특별자치도 속초시 영랑해안길 113(1,2층 102,202호 영랑동)"
황금식당,일반음식점,한식,강원특별자치도 속초시 장안로 18-7(동명동)
황대구탕(본관),일반음식점,한식,강원특별자치도 속초시 관광로 374(노학동)
황두막,일반음식점,한식,강원특별자치도 속초시 관광로 400(노학동)
황소식당,일반음식점,한식,강원특별자치도 속초시 중앙시장로 110-12(중앙동)
황제무한화로구이속초점,일반음식점,한식,강원특별자치도 속초시 엑스포로 121-9(교동)
황태만상,일반음식점,한식,강원특별자치도 속초시 중앙로147번길 16(34호 중앙동)
황홀한막창앤뒷고기속초점,일반음식점,한식,강원특별자치도 속초시 먹거리길 12(교동)
회가,일반음식점,한식,강원특별자치도 속초시 번영로43번길 18-2(1층 교동)
효자동솥뚜껑삼겹살속초점,일반음식점,한식,강원특별자치도 속초시 먹거리6길 9-1(교동)
후라이드바삭킹속초점,일반음식점,분식,강원특별자치도 속초시 먹거리5길 6-1(교동)
후포식당,일반음식점,한식,강원특별자치도 속초시 청학동 482
히츠지야속초점,일반음식점,한식,강원특별자치도 속초시 먹거리4길 36(교동)
힐티앤커피(HEALTEA&COFFEE),일반음식점,한식,강원특별자치도 속초시 관광로 406(노학동)
힝스소담집,일반음식점,한식,강원특별자치도 속초시 먹거리4길 37(교동)
100세짬뽕,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 319-6
11번가,일반음식점,한식,강원특별자치도 삼척시 중앙로 346(강원대학교삼척캠퍼스 학생회관 1층 108호 교동)
11번가,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계로 214-2
24시뼈해장국,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 290-12
24시식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 419-9
24시전주명가콩나물국밥삼척점,일반음식점,한식,강원특별자치도 삼척시 중앙로 274(1층 당저동)
369포차식당,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계강변1길 34
가람막국수,일반음식점,분식,강원특별자치도 삼척시 신기면 환선로 542
가람스넥,일반음식점,한식,강원특별자치도 삼척시 사대길 29(1층 남양동)
가마로강정,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계로 304
가마솥,일반음식점,한식,강원특별자치도 삼척시 새천년도로 643(갈천동)
가비378,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 291-3
가빈,일반음식점,한식,"강원특별자치도 삼척시 중앙시장1길 22-23(117호 남양동, 세연상가아파트)"
가원,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가길 22-13
감나무,일반음식점,한식,강원특별자치도 삼척시 대학로 74-7(교동)
감탄도계점,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계로 252
강릉불고기삼척점,일반음식점,한식,강원특별자치도 삼척시 새천년도로 607(갈천동)
강릉초당짬뽕순두부삼척점,일반음식점,한식,강원특별자치도 삼척시 청석로 63-10(2층 교동)
강릉한식,일반음식점,한식,강원특별자치도 삼척시 박걸남로 1105-1(적노동)
강릉해변막국수,일반음식점,한식,강원특별자치도 삼척시 새천년도로 605(1층 갈천동)
강식당,일반음식점,한식,강원특별자치도 삼척시 중앙로3길 15(1층 사직동)
강원종합식당,일반음식점,한식,강원특별자치도 삼척시 신기면 강원남부로 3016
강원종합휴게소,일반음식점,분식,강원특별자치도 삼척시 신기면 강원남부로 3016(강원종합박물관)
강원찐빵만두,일반음식점,분식,강원특별자치도 삼척시 도계읍 강원남부로 1706
강촌,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3622-19
거구장식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 노실길 102-12
경북회관,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 307(2층)
고기카페,일반음식점,한식,강원특별자치도 삼척시 언장2길 35(1층 교동)
고무릉식당,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 264
고봉,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 650
고천순두부,일반음식점,한식,강원특별자치도 삼척시 청석로3길 8(교동)
고하네식당,일반음식점,한식,강원특별자치도 삼척시 하장면 하장길 97
곤드레식당,일반음식점,한식,강원특별자치도 삼척시 봉황로 117(당저동)
골말식당,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 868-5
공룡밥그릇,일반음식점,한식,강원특별자치도 삼척시 언장2길 31(교동)
관음굴식당,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 774
교동돼지갈비,일반음식점,한식,강원특별자치도 삼척시 청석로 9(교동)
교동앤밤바다,일반음식점,한식,강원특별자치도 삼척시 청석로3길 16-4(1층 교동)
교동전골마을,일반음식점,한식,강원특별자치도 삼척시 새천년도로 673-1(우지동)
구라네,일반음식점,한식,강원특별자치도 삼척시 사대길 18(남양동)
구름다리,일반음식점,한식,강원특별자치도 삼척시 청석로1길 10-29(교동)
구불로,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 424
국밥의민족,일반음식점,한식,강원특별자치도 삼척시 진주로 42-2(1층 남양동)
국수나라,일반음식점,한식,강원특별자치도 삼척시 원덕읍 호산2길 65
국수의신,일반음식점,한식,강원특별자치도 삼척시 새천년도로 113-1(정하동)
국수집,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 441
국시방,일반음식점,한식,강원특별자치도 삼척시 오십천로 437-18(1층 남양동)
굴밤나무집,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 476
굴피집,일반음식점,한식,강원특별자치도 삼척시 신기면 환선로 864-2
궁촌도토리막국수,일반음식점,한식,강원특별자치도 삼척시 근덕면 궁촌길 150
궁촌영길네,일반음식점,한식,강원특별자치도 삼척시 근덕면 궁촌해변길 95
궁촌포구,일반음식점,한식,강원특별자치도 삼척시 근덕면 궁촌해변길 140-27(5호)
근덕마당골,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가길 10
근덕숯불갈비,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3636
근덕식당,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가길 19(교가시장 5-6호)
근덕집,일반음식점,한식,강원특별자치도 삼척시 진주로 12-21(중앙시장 B-가동 21호 남양동)
금메달한식뷔페,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 2775
금성식당,일반음식점,한식,강원특별자치도 삼척시 진주로 30-49(남양동)
금시야식,일반음식점,한식,강원특별자치도 삼척시 원덕읍 호산중앙로 5-9(2층)
기사님식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 331
길목,일반음식점,한식,강원특별자치도 삼척시 하장면 오두재로 1287
길성이할매왕족발임원점,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 1217
김쓰푸드,일반음식점,한식,강원특별자치도 삼척시 대학로 82-9(교동)
까치식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 호산중앙로 10
꼬마김밥,일반음식점,분식,"강원특별자치도 삼척시 동해대로 4273(상가동 105호 교동, 동부아파트)"
나누기,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3665
나드리김밥천국도계점,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계로 228-1
나마칸식당,일반음식점,한식,강원특별자치도 삼척시 근덕면 덕산해안로 124
나원식당,일반음식점,한식,강원특별자치도 삼척시 하장면 역둔원동로 12-19
나참원해장국,일반음식점,한식,강원특별자치도 삼척시 진주로 28-25(남양상가 제가동 1층 2호 남양동)
난데기,일반음식점,한식,강원특별자치도 삼척시 중앙로 101-9(사직동)
난보리밥넌칼국수,일반음식점,한식,강원특별자치도 삼척시 사대길 27(남양동)
난이감자탕,일반음식점,한식,강원특별자치도 삼척시 진주로 4-34(남양동)
날마다생일,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가1길 16-4
남도호해물포차,일반음식점,한식,"강원특별자치도 삼척시 청석로 60(106동 204호 정상동, 청솔1차아파트)"
남산식당,일반음식점,한식,강원특별자치도 삼척시 오십천로 427(2층 남양동)
남이네식당,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가길 22-3
낭만,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 2093(1층)
내고향식당,일반음식점,한식,강원특별자치도 삼척시 새천년도로 75-1(정하동)
내고향탄광촌,일반음식점,한식,강원특별자치도 삼척시 도계읍 강원남부로 1446
너와마을,일반음식점,한식,강원특별자치도 삼척시 도계읍 문의재로 1113
너와식당,일반음식점,한식,강원특별자치도 삼척시 도계읍 문의재로 1168
넌나의호프,일반음식점,한식,강원특별자치도 삼척시 근덕면 교가안길 3
논골식당,일반음식점,한식,강원특별자치도 삼척시 가곡면 가곡천로 905-10
놀부네묵은지김치찜,일반음식점,한식,"강원특별자치도 삼척시 청석로 67(124호 교동, C프라자)"
놀부부대찌개강원삼척점,일반음식점,한식,"강원특별자치도 삼척시 대학로 32-9(남양동, 중앙빌딩)"
농가,일반음식점,한식,강원특별자치도 삼척시 남양길 5(남양동)
누나부대찌개,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 220-18
느루,일반음식점,분식,강원특별자치도 삼척시 중앙시장길 48-42(1층 남양동)
느티갤러리,일반음식점,분식,강원특별자치도 삼척시 도계읍 도계우회로 4-15
늘푸른고기마을,일반음식점,한식,강원특별자치도 삼척시 청석로3길 19(교동)
능이왕갈비탕,일반음식점,한식,강원특별자치도 삼척시 새천년도로 17(정상동)
다다,일반음식점,한식,강원특별자치도 삼척시 진주로 30-49(1층 1호 남양동)
다담,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3646
다래정,일반음식점,한식,강원특별자치도 삼척시 대학로 21-2(당저동)
다복식당,일반음식점,한식,"강원특별자치도 삼척시 진주로 12-21(B-가동 11호 남양동, 중앙시장)"
다솔한식뷔페,일반음식점,한식,강원특별자치도 삼척시 근덕면 삼척로 3814
다송칼국수,일반음식점,분식,강원특별자치도 삼척시 중앙로 94(사직동)
다온식당,일반음식점,한식,강원특별자치도 삼척시 중앙시장길 74(1층 남양동)
다향추어탕,일반음식점,한식,강원특별자치도 삼척시 봉황로 9-22(남양동)
단골식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 424
단천숯불갈비,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 294-1
달라스김밥햄버거,일반음식점,한식,강원특별자치도 삼척시 진주로 12-21(중앙시장 1호 남양동)
닭치고조개깔래,일반음식점,한식,강원특별자치도 삼척시 도계읍 도계로 220-15
대게마을,일반음식점,한식,강원특별자치도 삼척시 새천년도로 86(2층 정하동)
대게왕국,일반음식점,한식,강원특별자치도 삼척시 새천년도로 55(정하동)
대게킹식당,일반음식점,한식,강원특별자치도 삼척시 새천년도로 47-1(정하동)
대궐,일반음식점,한식,강원특별자치도 삼척시 미로면 준경길 108
대도식당,일반음식점,한식,강원특별자치도 삼척시 척주로 43(남양동)
대림식당,일반음식점,한식,강원특별자치도 삼척시 봉황로 7(남양동)
대박호떡,일반음식점,분식,강원특별자치도 삼척시 오십천로 411(읍중동)
대방골밥상,일반음식점,한식,강원특별자치도 삼척시 청석로 74(정상동)
대양식당,일반음식점,한식,"강원특별자치도 삼척시 원당로 8(106호 원당동, 원당주공아파트상가)"
대연기사식당,일반음식점,한식,강원특별자치도 삼척시 중앙로 190(남양동)
대영가든,일반음식점,한식,강원특별자치도 삼척시 원덕읍 가곡천로 2059
대영식당,일반음식점,한식,강원특별자치도 삼척시 원덕읍 삼척로 411-18
대왕족발삼척점,일반음식점,한식,강원특별자치도 삼척시 청석로 49(교동)
