업소명,업종,업태,도로명주소
오리장닭촌,일반음식점,한식,강원특별자치도 정선군 정선읍 세대길 96-5
오복회관,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 13-3
오케이식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한5길 28
옥경이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-12
옥산장 돌과 이야기,일반음식점,한식,강원특별자치도 정선군 여량면 여량3길 79
옥이네,일반음식점,한식,강원특별자치도 정선군 남면 무릉리 784-7 몽골텐트 3동
올동박,일반음식점,분식,강원특별자치도 정선군 정선읍 5일장길 38-6
올떡,일반음식점,분식,강원특별자치도 정선군 정선읍 봉양6길 28-1
옹심이네,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 2
옹심이네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-8
옹이밥상,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 19
와와김밥,일반음식점,분식,강원특별자치도 정선군 고한읍 고한로 51
와와분식,일반음식점,분식,강원특별자치도 정선군 사북읍 사북중앙로 23-1
와와호프,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 64
욕김밥,일반음식점,분식,"강원특별자치도 정선군 여량면 여량6길 10(6동 3,4호 주례마을)"
용바위 식당,일반음식점,한식,강원특별자치도 정선군 북평면 단임길 194(1층)
용석집,일반음식점,한식,강원특별자치도 정선군 사북읍 사북2길 14-1
용우동,일반음식점,분식,강원특별자치도 정선군 정선읍 정선로 1324
용우동,일반음식점,분식,강원특별자치도 정선군 고한읍 고한리 산 1-17 마운틴탑1층
우리다,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 202(하이캐슬콘도)
우리동네국수집,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 756-1
우리식당,일반음식점,한식,강원특별자치도 정선군 북평면 북평7길 21
우리식당,일반음식점,한식,강원특별자치도 정선군 임계면 백두대간로 1366
우리집손두부,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 167
우정식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 18-1(2층)
욱이맘 올갱이 전문점,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 42-5
운암정,일반음식점,한식,강원특별자치도 정선군 사북읍 하이원길 265(외 19필지)
울엄마밥집,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 10
원골식당,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양리 296-3 (4/3)
원식당,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 99(1층)
원조순대국밥,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 17-37(1층)
원주식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북4길 7
원주추어탕,일반음식점,한식,강원특별자치도 정선군 남면 강원남로 5280
원평휴게소,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 758
원할머니보쌈(강원랜드점),일반음식점,한식,"강원특별자치도 정선군 고한읍 고한로 47(경빌딩 2층, 3층)"
웰빙마을,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5927-2
웰빙한방마을,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 122
육수당,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1362
윤가네,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1337
윤가네한우마을,일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 15-7(2층)
윤식당,일반음식점,한식,강원특별자치도 정선군 고한읍 물한리길 46
은미네 국밥,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양리 349-4 5호
은호식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 75-1
의정부 동오부대찌개(정선점),일반음식점,한식,강원특별자치도 정선군 정선읍 봉양5길 40-1
이벤트(Event),일반음식점,한식,강원특별자치도 정선군 북평면 중봉길 9-12(파크로쉬 지하1층)
인룸다이닝,일반음식점,한식,"강원특별자치도 정선군 사북읍 하이원길 265(3,4층)"
인정국물떡볶이,일반음식점,분식,강원특별자치도 정선군 고한읍 고한2길 81(1층)
일미리 금계 찜닭(고한사북점),일반음식점,한식,강원특별자치도 정선군 고한읍 고한6길 15-1
일일일 갈비,일반음식점,한식,강원특별자치도 정선군 고한읍 고한9길 111
일품 양평해장국,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 71-1
일품양평해장국,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4566
임계막국수,일반음식점,한식,강원특별자치도 정선군 임계면 백두대간로 1376-2
임계면옥,일반음식점,한식,강원특별자치도 정선군 임계면 송계2길 201
임계복지회관,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4584
임씨네농장식당,일반음식점,한식,강원특별자치도 정선군 정선읍 노미길 112
임주식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한4길 32-1(1층)
잔달미농가맛집,일반음식점,한식,강원특별자치도 정선군 남면 소마평길 1-86
장가네 식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 22(1층)
장금이,일반음식점,한식,강원특별자치도 정선군 북평면 북평4길 86
장수갈비,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4549-1
장수식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계7길 15
장춘당,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5927-6
장터국밥,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 33-23
장터밥집,일반음식점,한식,강원특별자치도 정선군 남면 무릉리 784-7 억새꽃축제장 몽골텐트 5동
장터옛날통닭(정선점),일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1359
전라도식당,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 95-1
전통할매식당,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송4길 37
정 소하네 순대국,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 99
정가네,일반음식점,한식,강원특별자치도 정선군 여량면 여량6길 6
정가네,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 108
정가네항아리보쌈,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송3길 15
정든집,일반음식점,분식,강원특별자치도 정선군 사북읍 사북중앙로 17-4
정선 개미들 맛집,일반음식점,한식,강원특별자치도 정선군 남면 광락로 412(전통학습체험장)
정선 보리밥,일반음식점,한식,강원특별자치도 정선군 정선읍 녹도길 11-26
정선 산나물 식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 39
정선600,일반음식점,한식,강원특별자치도 정선군 화암면 풍촌1길 12-4
정선군립병원 장례식장,일반음식점,한식,강원특별자치도 정선군 사북읍 지장천로 727(사북군립병원 나동)
정선두부家,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양3길 22-4
정선떡쇠네취떡,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 59
정선뜨락,일반음식점,한식,강원특별자치도 정선군 북평면 북평양지말길 52-1
정선메밀부치기,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 38-8(나동 1호)
정선면옥,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양5길 35
정선명가,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉안길 92
정선식당,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 23-4
정선애 장어 먹으러 와요,일반음식점,한식,강원특별자치도 정선군 북평면 장열길 13
정선애찬,일반음식점,한식,강원특별자치도 정선군 정선읍 비봉로 1
정선옥,일반음식점,한식,강원특별자치도 정선군 사북읍 사북2길 10(사북시장 청년몰 301호)
정선참닭갈비,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 27-11
정선치유밥상,일반음식점,한식,강원특별자치도 정선군 북평면 남평강변로 296(1층)
정선풍경,일반음식점,한식,강원특별자치도 정선군 정선읍 봉양2길 17-2
정선한우마을 식육실비식당,일반음식점,한식,강원특별자치도 정선군 사북읍 파랑새길 20(1층 선명오피스텔상가)
정선황기막국수,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 31-9
정선회관,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 58(1층)
정성을 담다,일반음식점,한식,강원특별자치도 정선군 여량면 노추산로 757(1층)
정원광장,일반음식점,한식,강원특별자치도 정선군 신동읍 의림로 201
정원실비식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 1
정희네,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 5938-1
제라늄,일반음식점,한식,강원특별자치도 정선군 남면 광락로 434
제이호텔식당,일반음식점,한식,강원특별자치도 정선군 사북읍 사북2길 32(1층)
제일가든,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 14-3
제일맛집,일반음식점,한식,강원특별자치도 정선군 정선읍 5일장길 31-6
조랭이부대찌개&장칼국수,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 36(1층)
종갓집,일반음식점,한식,강원특별자치도 정선군 정선읍 정선로 1332
좋은날만,일반음식점,한식,강원특별자치도 정선군 사북읍 사북3길 15
죠스떡볶이,일반음식점,분식,강원특별자치도 정선군 사북읍 하이원길 175(하이원 워터월드)
주례마을식당,일반음식점,한식,강원특별자치도 정선군 여량면 여량6길 10
주식회사 우정식당식육점,일반음식점,한식,강원특별자치도 정선군 고한읍 고한2길 67(1층)
중앙식당,일반음식점,한식,강원특별자치도 정선군 화암면 화암동굴길 12-17
중앙식당,일반음식점,한식,강원특별자치도 정선군 임계면 서동로 4565
중앙식당,일반음식점,한식,강원특별자치도 정선군 북평면 북평6길 1
중화요리 대동관,일반음식점,한식,강원특별자치도 정선군 북평면 북평중앙로 57
진갈비,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송2길 9
진미식당,일반음식점,한식,강원특별자치도 정선군 신동읍 조동7길 6
진미옥,일반음식점,한식,강원특별자치도 정선군 정선읍 칠현로 1915
진식당,일반음식점,한식,강원특별자치도 정선군 남면 무릉2로 27(1층)
진칼국수,일반음식점,한식,강원특별자치도 정선군 정선읍 녹송로 86
짐포리식당,일반음식점,한식,강원특별자치도 정선군 정선읍 세대길 234
짜글이네집,일반음식점,한식,강원특별자치도 정선군 고한읍 고한로 20
짜리몽 식당,일반음식점,한식,강원특별자치도 정선군 임계면 송계2길 6-2
짱 얼큰 칼국수,일반음식점,한식,강원특별자치도 정선군 사북읍 사북중앙로 17-24
짱구네 닭갈비&삼겹살,일반음식점,한식,강원특별자치도 정선군 남면 무릉1로 127-4
